price_date,brand_code,city_code,region_code,fuel_code,price_nzd_per_litre,source
2024-01-05,BP,ANS,AUK,P91,2.716,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,ANS,AUK,P95,2.911,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,ANS,AUK,P98,3.025,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,ANS,AUK,DSL,2.637,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,ANS,AUK,P91,2.669,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,ANS,AUK,P95,2.888,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,ANS,AUK,P98,2.997,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,ANS,AUK,DSL,2.632,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,AMK,AUK,P91,2.662,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,AMK,AUK,P95,2.821,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,AMK,AUK,P98,2.968,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,AMK,AUK,DSL,2.557,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,AMK,AUK,P91,2.672,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,AMK,AUK,P95,2.883,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,AMK,AUK,P98,2.983,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,AMK,AUK,DSL,2.608,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,AMK,AUK,P91,2.656,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,AMK,AUK,P95,2.869,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,AMK,AUK,P98,2.966,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,AMK,AUK,DSL,2.608,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,PUK,AUK,P91,2.711,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,PUK,AUK,P95,2.875,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,PUK,AUK,P98,3.022,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,PUK,AUK,DSL,2.6,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,PUK,AUK,P91,2.742,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,PUK,AUK,P95,2.958,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,PUK,AUK,P98,3.065,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,PUK,AUK,DSL,2.67,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,PUK,AUK,P91,2.706,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,PUK,AUK,P95,2.919,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,PUK,AUK,P98,3.032,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,PUK,AUK,DSL,2.685,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,WHE,AUK,P91,2.864,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,WHE,AUK,P95,3.017,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,WHE,AUK,P98,3.166,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,WHE,AUK,DSL,2.742,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,WHE,AUK,P91,2.881,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,WHE,AUK,P95,3.084,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,WHE,AUK,P98,3.19,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,WHE,AUK,DSL,2.803,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,WHE,AUK,P91,2.784,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,WHE,AUK,P95,3.021,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,WHE,AUK,P98,3.133,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,WHE,AUK,DSL,2.763,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,GBI,AUK,P91,3.082,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,GBI,AUK,P95,3.242,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,GBI,AUK,P98,3.377,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,GBI,AUK,DSL,2.969,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,GBI,AUK,P91,3.109,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,GBI,AUK,P95,3.32,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,GBI,AUK,P98,3.418,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,GBI,AUK,DSL,3.045,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,GBI,AUK,P91,3.062,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,GBI,AUK,P95,3.28,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,GBI,AUK,P98,3.391,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,GBI,AUK,DSL,3.023,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,HAM,WKO,P91,2.63,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,HAM,WKO,P95,2.786,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,HAM,WKO,P98,2.945,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,HAM,WKO,DSL,2.517,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HAM,WKO,P91,2.582,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HAM,WKO,P95,2.794,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HAM,WKO,P98,2.895,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HAM,WKO,DSL,2.497,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,HAM,WKO,P91,2.666,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,HAM,WKO,P95,2.883,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,HAM,WKO,P98,2.994,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,HAM,WKO,DSL,2.65,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,CAM,WKO,P91,2.693,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,CAM,WKO,P95,2.846,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,CAM,WKO,P98,2.985,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,CAM,WKO,DSL,2.588,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,CAM,WKO,P91,2.618,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,CAM,WKO,P95,2.834,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,CAM,WKO,P98,2.923,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,CAM,WKO,DSL,2.557,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,CAM,WKO,P91,2.7,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,CAM,WKO,P95,2.907,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,CAM,WKO,P98,3.039,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,CAM,WKO,DSL,2.668,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TEA,WKO,P91,2.685,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TEA,WKO,P95,2.836,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TEA,WKO,P98,3.0,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TEA,WKO,DSL,2.578,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TEA,WKO,P91,2.613,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TEA,WKO,P95,2.843,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TEA,WKO,P98,2.936,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TEA,WKO,DSL,2.549,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TEA,WKO,P91,2.723,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TEA,WKO,P95,2.938,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TEA,WKO,P98,3.044,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TEA,WKO,DSL,2.688,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TPO,WKO,P91,2.766,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TPO,WKO,P95,2.922,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TPO,WKO,P98,3.065,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TPO,WKO,DSL,2.656,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TPO,WKO,P91,2.701,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TPO,WKO,P95,2.923,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TPO,WKO,P98,3.018,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TPO,WKO,DSL,2.633,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TPO,WKO,P91,2.818,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TPO,WKO,P95,3.04,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TPO,WKO,P98,3.127,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TPO,WKO,DSL,2.787,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TOK,WKO,P91,2.707,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TOK,WKO,P95,2.872,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TOK,WKO,P98,3.015,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TOK,WKO,DSL,2.611,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TOK,WKO,P91,2.634,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TOK,WKO,P95,2.861,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TOK,WKO,P98,2.957,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TOK,WKO,DSL,2.563,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TOK,WKO,P91,2.739,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TOK,WKO,P95,2.968,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TOK,WKO,P98,3.058,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TOK,WKO,DSL,2.714,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,THA,WKO,P91,2.739,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,THA,WKO,P95,2.888,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,THA,WKO,P98,3.043,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,THA,WKO,DSL,2.635,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,THA,WKO,P91,2.681,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,THA,WKO,P95,2.888,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,THA,WKO,P98,2.998,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,THA,WKO,DSL,2.603,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,THA,WKO,P91,2.748,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,THA,WKO,P95,2.981,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,THA,WKO,P98,3.08,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,THA,WKO,DSL,2.718,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TGA,BOP,P91,2.69,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TGA,BOP,P95,2.837,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TGA,BOP,P98,2.996,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TGA,BOP,DSL,2.587,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TGA,BOP,P91,2.66,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TGA,BOP,P95,2.878,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TGA,BOP,P98,2.96,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TGA,BOP,DSL,2.602,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TGA,BOP,P91,2.552,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TGA,BOP,P95,2.788,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TGA,BOP,P98,2.889,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TGA,BOP,DSL,2.525,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,ROT,BOP,P91,2.709,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,ROT,BOP,P95,2.863,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,ROT,BOP,P98,3.005,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,ROT,BOP,DSL,2.614,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,ROT,BOP,P91,2.732,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,ROT,BOP,P95,2.944,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,ROT,BOP,P98,3.033,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,ROT,BOP,DSL,2.666,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,ROT,BOP,P91,2.604,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,ROT,BOP,P95,2.817,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,ROT,BOP,P98,2.921,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,ROT,BOP,DSL,2.57,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,WHK,BOP,P91,2.726,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,WHK,BOP,P95,2.88,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,WHK,BOP,P98,3.042,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,WHK,BOP,DSL,2.627,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,WHK,BOP,P91,2.734,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,WHK,BOP,P95,2.95,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,WHK,BOP,P98,3.066,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,WHK,BOP,DSL,2.668,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,WHK,BOP,P91,2.637,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,WHK,BOP,P95,2.864,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,WHK,BOP,P98,2.967,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,WHK,BOP,DSL,2.594,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TPU,BOP,P91,2.743,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TPU,BOP,P95,2.892,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TPU,BOP,P98,3.041,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,TPU,BOP,DSL,2.632,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TPU,BOP,P91,2.722,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TPU,BOP,P95,2.928,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TPU,BOP,P98,3.043,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,TPU,BOP,DSL,2.664,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TPU,BOP,P91,2.614,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TPU,BOP,P95,2.834,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TPU,BOP,P98,2.939,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,TPU,BOP,DSL,2.575,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,NPR,HKB,P91,2.668,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,NPR,HKB,P95,2.803,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,NPR,HKB,P98,2.953,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,NPR,HKB,DSL,2.547,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,NPR,HKB,P91,2.681,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,NPR,HKB,P95,2.896,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,NPR,HKB,P98,2.986,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,NPR,HKB,DSL,2.615,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,HST,HKB,P91,2.649,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,HST,HKB,P95,2.795,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,HST,HKB,P98,2.944,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,HST,HKB,DSL,2.524,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HST,HKB,P91,2.656,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HST,HKB,P95,2.867,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HST,HKB,P98,2.981,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HST,HKB,DSL,2.591,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,HVN,HKB,P91,2.623,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,HVN,HKB,P95,2.782,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,HVN,HKB,P98,2.936,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,HVN,HKB,DSL,2.503,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HVN,HKB,P91,2.671,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HVN,HKB,P95,2.88,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HVN,HKB,P98,2.988,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HVN,HKB,DSL,2.607,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,WAI,HKB,P91,2.741,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,WAI,HKB,P95,2.892,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,WAI,HKB,P98,3.03,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,Z,WAI,HKB,DSL,2.628,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,WAI,HKB,P91,2.776,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,WAI,HKB,P95,2.985,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,WAI,HKB,P98,3.073,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,WAI,HKB,DSL,2.694,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,NPL,TKI,P91,2.666,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,NPL,TKI,P95,2.868,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,NPL,TKI,P98,2.969,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,NPL,TKI,DSL,2.587,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,NPL,TKI,P91,2.676,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,NPL,TKI,P95,2.892,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,NPL,TKI,P98,2.991,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,MOBIL,NPL,TKI,DSL,2.647,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HAW,TKI,P91,2.737,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HAW,TKI,P95,2.942,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HAW,TKI,P98,3.049,petrolmate scrape (2026-05-18) + brand-offset backfill
2024-01-05,BP,HAW,TKI,DSL,2.653,petrolmate scrape (2026-05-18) + brand-offset backfill
